peso,altura,sexo,edad,tabaco,ubes,carneRoja,verduras,deporte,drogas,dietaEsp,nivEstPad,nivEstudios,nivIngresos
53.87,1.73,V,36,60,3,0,0,0,3,N,2,2,2
83.26,1.74,V,32,0,0,3,0,0,0,N,1,1,1
93.55,1.74,V,39,0,8,0,18,4,0,N,1,3,3
87.21,1.68,M,38,0,0,0,10,4,NA,N,2,4,3
88.14,1.7,M,18,0,0,2,1,0,0,N,2,1,1
103.7,1.77,M,33,0,0,0,14,2,0,N,2,3,3
76.47,1.61,M,36,0,0,0,0,5,0,N,2,1,1
83.52,1.7,V,36,0,0,7,1,1,0,N,0,1,1
72.87,1.82,V,41,30,0,0,18,5,2,N,1,2,2
76.9,1.74,V,45,10,5,3,6,12,0,N,1,2,2
55.12,1.75,V,55,140,0,0,4,4,3,N,2,2,0
94.79,1.76,V,63,0,0,0,15,1,0,N,1,1,0
88.71,1.74,V,26,0,0,1,9,10,0,N,1,3,3
55.12,1.75,V,48,90,0,4,0,5,0,N,0,0,0
46.66,1.61,M,35,110,0,4,0,6,6,N,1,2,2
83.68,1.69,V,53,0,0,0,0,3,0,N,1,2,4
73.02,1.66,M,45,0,12,1,18,6,0,N,0,0,0
71.38,1.62,M,19,0,0,0,0,1,0,N,0,2,4
91.43,1.74,M,48,0,0,1,12,1,0,N,0,2,1
78.09,1.75,V,57,0,9,0,0,0,0,N,0,0,0
56.27,1.69,V,18,30,0,2,5,0,0,N,1,1,0
65.12,1.69,M,19,30,10,2,19,1,3,N,1,1,1
85.7,1.66,M,55,0,6,0,27,11,0,N,1,3,4
75.58,1.76,V,44,0,15,0,0,7,0,N,0,0,1
97.63,1.81,V,32,0,0,0,13,7,0,N,1,1,0
93.25,1.74,V,29,0,8,0,0,2,0,N,3,4,4
81.78,1.76,M,20,0,6,0,16,18,0,N,1,1,2
102.48,1.83,V,18,0,0,2,11,12,0,N,1,3,3
77.4,1.69,M,56,0,9,0,0,2,0,N,0,1,1
103.02,1.82,V,38,0,2,3,0,8,0,N,4,4,4
83.85,1.65,M,45,0,0,2,6,11,0,N,3,4,2
84.1,1.7,V,20,0,4,0,2,0,0,N,0,0,0
85.9,1.73,M,46,0,2,2,7,4,0,S,1,1,0
92.06,1.81,V,37,0,8,0,12,0,5,N,1,4,4
70.52,1.7,M,37,0,12,0,0,1,0,N,1,3,3
78.47,1.62,M,58,0,0,0,0,0,0,N,1,3,3
79.52,1.62,M,34,0,2,2,0,1,0,N,1,3,4
53.25,1.72,V,34,60,1,1,2,0,0,N,2,2,3
73.73,1.6,M,34,0,0,0,3,4,0,N,0,3,3
96.16,1.75,V,37,0,0,1,8,4,0,N,2,4,4
77.81,1.72,V,59,0,7,0,0,0,1,N,1,1,0
50.8,1.68,M,29,170,0,0,8,1,6,N,1,1,0
72.13,1.73,M,43,20,0,6,0,6,0,N,2,4,3
75.78,1.66,M,39,0,0,4,7,11,0,N,1,1,1
59.62,1.82,V,53,70,19,0,16,2,0,N,0,0,0
81.47,1.76,V,40,10,0,6,0,0,8,N,1,3,3
52.63,1.71,M,33,50,8,2,0,5,0,N,1,3,4
62.94,1.64,M,46,20,6,5,0,0,0,N,1,3,4
94.2,1.79,V,59,0,4,3,6,0,0,N,1,2,1
50.8,1.68,V,55,40,0,3,0,0,0,N,1,4,4
82.54,1.72,V,49,0,6,0,11,5,0,N,1,2,2
91.88,1.78,V,19,0,10,0,0,0,0,N,2,3,3
80.04,1.65,M,47,0,0,0,13,11,0,N,1,0,0
52.63,1.71,M,33,50,2,3,0,0,7,N,1,2,1
89.21,1.76,V,39,0,0,0,3,3,2,N,1,2,4
82.41,1.68,M,18,0,0,0,0,1,0,N,1,2,3
50.09,1.65,V,33,40,0,0,0,3,0,N,2,3,4
97.17,1.84,V,58,0,6,0,11,7,0,N,2,2,1
70.55,1.69,V,53,0,23,0,0,0,3,N,1,3,3
53.01,1.62,M,35,30,1,2,4,12,4,N,1,1,2
68.5,1.62,M,51,0,6,3,12,10,0,N,0,0,0
94.55,1.68,M,18,0,0,11,0,0,0,N,2,1,1
66.42,1.77,V,18,20,4,3,11,13,0,N,0,1,1
72.2,1.66,M,41,0,23,1,7,12,0,N,2,4,4
54.5,1.74,V,40,50,0,3,0,16,0,N,0,1,0
60.28,1.83,V,39,90,0,1,0,0,0,N,2,1,1
53.87,1.73,V,50,100,0,1,7,3,1,N,2,3,2
47.82,1.63,M,51,130,0,0,13,0,0,N,2,3,4
70.25,1.57,M,22,0,0,4,7,7,1,N,0,0,0
54.5,1.74,V,35,60,0,2,0,6,0,N,1,1,3
82.39,1.66,M,27,0,1,0,2,0,0,N,2,3,2
47.82,1.63,M,32,80,1,0,18,17,0,N,2,4,4
83.26,1.68,M,65,0,0,0,6,2,4,N,2,2,3
89.48,1.71,M,50,0,2,0,6,0,0,N,2,3,3
49,1.65,M,37,80,7,1,18,8,0,N,2,3,4
87.13,1.78,V,39,0,0,3,0,3,0,N,0,2,1
85.98,1.74,V,48,0,1,0,0,0,0,N,2,4,4
91.04,1.8,V,84,0,0,2,0,1,0,N,1,3,3
83.86,1.74,V,42,0,6,4,4,1,1,N,0,1,1
75.86,1.67,M,30,0,0,1,14,9,6,N,0,2,2
95.24,1.75,V,49,0,0,2,14,2,0,N,1,0,0
81.57,1.63,M,54,0,0,0,13,7,4,N,2,3,3
71.87,1.65,M,47,0,18,8,0,2,0,N,3,4,4
74.6,1.65,M,57,0,13,2,15,25,0,N,3,4,3
73.33,1.73,M,48,0,13,2,0,2,0,N,0,2,0
85.42,1.66,M,55,0,1,3,20,11,0,N,0,1,2
55.12,1.75,V,50,80,0,2,0,0,0,N,0,2,3
88.71,1.74,V,37,0,0,0,9,0,6,N,1,2,1
83.81,1.7,M,18,0,0,1,13,10,0,N,1,4,3
82.84,1.64,M,52,0,0,5,0,0,2,N,2,3,3
47.24,1.62,M,43,60,5,2,6,10,0,N,2,3,3
97.63,1.81,V,47,0,0,5,9,1,0,N,1,2,2
89.05,1.72,M,65,0,0,0,6,0,0,N,2,0,1
70.47,1.71,M,67,0,19,0,1,0,0,N,1,3,2
79.07,1.64,M,55,0,0,0,7,4,0,N,0,0,0
90.75,1.7,M,18,0,0,0,27,12,0,N,0,1,1
87.45,1.78,V,34,10,7,0,20,15,0,N,1,3,3
84.97,1.7,M,45,0,0,0,2,1,0,S,1,3,4
82.96,1.74,M,50,0,13,0,15,9,0,N,1,1,0
83.5,1.73,V,46,0,0,7,0,0,0,N,0,1,0
70.27,1.66,M,35,0,16,0,10,5,0,N,0,1,2
60.86,1.53,M,75,0,0,7,2,3,0,N,0,1,0
74.5,1.6,M,42,0,0,2,3,0,0,N,2,3,3
72.89,1.58,M,18,0,0,4,7,9,1,N,1,2,2
67.99,1.55,M,48,0,0,0,7,3,2,N,1,3,2
71.02,1.61,M,25,0,7,3,0,0,0,N,1,1,0
82.94,1.6,M,33,0,15,0,22,8,0,N,1,1,1
75.72,1.7,M,25,0,22,6,5,3,0,S,0,1,1
89.83,1.76,V,55,0,0,0,2,0,0,N,0,0,1
80.42,1.64,M,58,0,0,0,9,0,0,N,1,1,2
88.2,1.75,V,32,0,5,7,0,0,6,N,0,1,1
98.69,1.77,V,33,0,0,3,8,7,0,N,0,1,2
115.68,1.85,V,31,0,4,5,9,4,0,N,2,3,4
80.54,1.75,V,53,0,17,2,0,0,0,N,0,1,2
94.61,1.77,V,35,0,0,1,15,4,NA,N,0,3,2
93.24,1.79,V,53,0,11,1,21,18,0,N,1,2,1
72.08,1.64,M,56,0,7,0,4,0,NA,N,2,3,2
89.62,1.74,V,45,0,3,4,20,13,0,N,0,2,3
52.02,1.7,V,35,60,23,0,0,7,0,N,3,4,4
92.49,1.75,V,43,0,0,1,12,0,0,N,1,2,0
76.2,1.68,M,18,0,0,0,0,1,0,N,0,1,0
58.97,1.81,V,23,50,0,1,10,0,0,N,0,3,3
93.08,1.73,M,18,0,0,0,0,0,0,N,2,4,3
86.89,1.74,V,48,0,0,4,4,7,5,N,2,2,2
66.82,1.6,M,32,0,0,2,3,4,0,N,0,1,0
89.1,1.82,V,30,0,0,0,0,14,0,N,1,1,2
83.21,1.81,V,40,0,14,6,0,1,0,N,0,2,3
62.27,1.53,M,72,0,13,0,17,9,0,N,0,0,0
81.44,1.67,V,30,0,0,3,0,0,0,N,1,1,1
81.23,1.64,M,18,0,16,5,10,3,0,N,1,2,2
83.5,1.73,V,49,0,3,6,0,12,0,N,1,2,2
62.9,1.81,V,19,30,0,0,0,8,3,N,0,0,0
90.35,1.71,V,34,0,0,0,0,0,7,N,3,4,4
82.76,1.65,M,36,0,0,0,21,11,0,N,1,0,1
99.79,1.8,V,72,0,0,0,6,2,0,N,3,3,2
68.62,1.52,M,26,0,8,1,2,2,0,N,2,2,2
82.96,1.74,V,22,0,0,0,4,8,0,N,0,0,1
90.65,1.75,V,49,0,10,2,5,9,0,N,2,4,4
82.46,1.71,M,32,0,6,2,3,9,4,N,2,2,2
75.17,1.8,V,37,20,0,2,0,0,2,N,1,4,4
86.2,1.73,V,55,0,6,0,13,1,0,N,1,4,2
108.54,1.8,V,19,0,2,6,6,0,0,N,3,4,4
86.65,1.68,V,20,0,17,5,5,0,0,N,2,3,3
49,1.65,M,18,90,19,4,36,20,0,N,1,2,3
89.84,1.65,M,18,0,4,0,20,0,0,N,1,1,2
54.5,1.74,V,46,130,25,0,0,0,0,N,3,3,2
81.76,1.64,V,33,0,0,0,10,1,0,N,1,2,1
80.12,1.71,V,36,0,16,0,0,0,0,N,1,0,1
70.53,1.59,M,70,0,0,0,0,0,0,N,1,4,4
91.75,1.82,V,26,0,0,0,1,5,0,N,0,0,0
82.99,1.75,V,35,0,19,3,0,1,0,N,0,1,1
83.81,1.7,M,20,0,0,0,3,0,0,N,0,1,1
80.19,1.66,M,39,0,8,2,26,16,0,N,1,3,2
55.76,1.76,V,34,90,0,2,7,9,0,N,0,0,2
79.64,1.58,M,22,0,0,4,0,0,0,N,2,1,2
72.23,1.67,V,50,10,0,4,3,8,0,N,1,2,2
53.87,1.73,V,34,70,6,2,12,6,0,N,1,3,2
76.42,1.67,M,50,0,7,8,0,0,0,N,0,0,1
88.89,1.73,V,75,0,15,0,20,2,0,S,1,0,0
90.22,1.74,V,30,0,0,0,10,0,0,N,0,0,0
89.8,1.63,M,41,0,0,4,12,6,0,N,2,1,2
47.43,1.58,M,47,40,0,4,6,0,8,N,1,1,1
49,1.65,M,54,60,1,2,0,0,0,N,1,1,1
92.11,1.77,V,41,0,0,4,13,8,1,N,1,2,1
76.88,1.66,M,30,0,0,2,4,3,1,N,0,1,0
89.19,1.71,V,28,0,0,2,15,6,0,N,1,3,4
76.14,1.67,M,43,0,9,0,3,0,0,N,1,1,1
81.09,1.62,M,42,0,0,5,0,0,0,S,1,2,2
87.28,1.7,V,57,0,2,2,0,0,0,N,2,2,3
65.48,1.5,M,32,0,0,0,0,0,0,N,1,3,3
51.41,1.69,V,44,60,0,3,7,2,0,N,2,1,1
108.86,1.8,V,54,0,4,3,11,0,0,N,4,3,2
54.5,1.74,M,33,170,0,0,9,9,0,N,1,4,3
80.26,1.69,M,33,0,11,2,12,3,5,N,1,0,0
81.36,1.62,M,24,0,4,5,0,0,0,N,2,3,4
73.69,1.71,V,48,0,14,1,0,3,0,N,0,3,4
72.81,1.59,M,18,0,0,1,0,2,1,N,0,0,1
83.04,1.71,V,62,0,1,0,10,4,0,N,1,1,0
81.49,1.64,M,18,0,9,3,17,7,0,N,1,1,2
55.74,1.75,V,46,30,0,2,0,4,0,N,0,2,3
67.17,1.56,M,68,0,0,0,0,7,0,N,1,3,4
55.12,1.75,V,38,80,8,3,3,3,0,S,1,2,2
86.37,1.68,M,29,0,0,0,13,15,0,N,2,3,2
95.16,1.79,V,46,0,0,0,0,0,0,N,2,3,3
76.3,1.7,V,78,0,0,0,4,5,0,N,0,2,3
90.83,1.74,M,18,0,15,1,12,0,0,S,1,1,1
82.35,1.74,V,18,0,16,2,0,1,0,N,1,2,3
57.51,1.7,M,57,50,0,0,21,7,3,N,3,4,4
55.76,1.76,V,44,140,4,1,0,6,0,N,1,1,1
50.2,1.67,M,23,40,0,0,0,0,0,N,0,3,2
76.26,1.79,M,57,20,3,3,0,1,0,N,1,2,2
77.24,1.61,M,29,0,0,0,16,10,0,N,0,0,1
69.15,1.68,M,27,10,7,0,6,8,0,N,2,2,0
88.82,1.69,M,43,0,0,0,20,12,0,N,3,4,2
74.75,1.6,M,48,0,7,0,0,0,0,N,2,1,2
80.05,1.7,M,42,0,0,0,3,9,0,N,1,2,1
80.31,1.62,M,26,0,3,0,3,1,0,N,3,4,4
86.2,1.73,M,29,0,0,0,6,0,10,N,0,3,3
83.04,1.71,V,45,0,11,4,2,6,0,N,3,4,3
74.6,1.65,M,82,0,0,0,3,0,0,N,1,0,0
76.78,1.63,M,46,0,0,6,0,0,0,N,2,4,4
78.41,1.65,M,18,0,10,0,0,0,0,N,3,4,3
95.67,1.74,V,39,0,0,0,3,4,0,S,3,3,3
59.62,1.82,V,36,50,2,0,11,6,0,N,0,1,0
86.18,1.78,V,18,0,14,2,0,5,3,N,2,2,3
92.31,1.76,V,48,0,0,0,6,4,0,N,1,2,2
96.32,1.78,V,64,0,0,2,7,0,0,N,1,3,4
83.95,1.79,V,29,0,17,0,15,7,0,N,0,2,2
86.47,1.77,V,45,0,3,0,3,0,0,N,0,1,1
53.25,1.72,M,64,220,5,0,0,11,3,N,1,3,4
79.34,1.64,M,49,0,0,0,17,7,0,N,1,0,0
93.88,1.79,V,18,0,0,0,0,0,0,N,1,2,2
78.47,1.62,M,24,10,0,2,21,8,0,N,2,3,3
77.22,1.73,V,29,0,18,1,10,8,0,N,1,0,0
85.83,1.7,V,42,0,2,6,0,0,0,N,0,0,0
91.88,1.73,V,48,0,2,0,10,0,0,N,2,3,3
56.64,1.7,V,18,40,4,2,2,0,7,N,2,4,4
91.49,1.66,M,45,0,0,4,10,0,0,S,2,2,2
100.7,1.82,V,29,0,14,0,11,6,0,N,3,4,4
89.03,1.78,V,36,0,0,4,0,0,0,N,0,1,3
79.01,1.75,V,29,0,0,0,0,5,0,N,0,3,1
65.54,1.6,M,70,0,0,0,6,10,0,N,0,1,1
92.08,1.82,V,39,0,16,3,12,4,0,N,0,2,4
49,1.65,M,25,50,0,6,0,4,0,N,2,2,3
81.57,1.66,M,36,0,15,0,13,3,0,N,2,3,3
87.57,1.7,V,58,0,0,3,14,6,0,N,1,1,3
91.2,1.67,M,54,0,3,7,0,1,0,N,4,4,4
92.4,1.71,M,22,0,0,0,28,14,0,N,1,2,2
96.65,1.76,V,18,0,0,0,13,1,0,N,1,2,1
49.95,1.63,M,26,40,0,0,16,14,0,N,1,1,1
80.23,1.74,V,33,0,8,1,0,0,0,N,0,1,1
78.41,1.73,V,25,0,18,5,0,11,0,S,1,3,3
83.16,1.63,M,40,0,0,11,3,9,0,N,4,4,4
94.3,1.77,V,20,0,4,0,8,0,2,N,0,1,2
57.39,1.63,M,28,20,0,0,9,2,0,N,1,0,0
87.47,1.81,V,46,0,0,0,0,15,0,N,1,4,3
79.84,1.61,M,56,0,0,0,2,0,0,N,2,2,3
76.85,1.59,M,43,0,6,4,16,9,0,N,2,1,0
53.87,1.73,V,34,210,9,1,0,7,0,N,0,0,0
81.71,1.73,M,50,0,0,0,0,5,0,N,2,2,1
96.58,1.74,V,18,0,2,0,0,0,0,N,1,3,4
50.78,1.57,M,36,30,6,2,8,6,0,N,2,3,2
66.69,1.66,M,55,0,13,2,12,14,0,N,0,2,3
72.96,1.6,M,18,0,2,2,0,3,0,N,2,1,1
76.77,1.65,M,20,10,0,1,14,16,0,N,2,2,2
73.98,1.6,M,38,0,3,2,2,1,0,N,1,1,2
80.46,1.66,M,68,0,0,1,3,0,0,N,1,2,2
92.93,1.76,V,35,0,0,3,7,9,0,N,2,1,0
78.68,1.65,M,41,0,7,3,13,2,0,N,1,3,1
90.23,1.77,V,33,0,0,3,5,15,0,N,1,1,0
89.88,1.7,V,22,0,0,0,7,4,0,N,3,4,4
86.97,1.75,V,50,0,0,0,7,0,0,N,0,4,4
86.83,1.69,V,19,0,2,0,23,12,0,N,2,2,2
98.09,1.74,M,29,0,0,4,5,2,0,N,2,3,2
57.03,1.78,V,55,80,6,6,0,1,0,N,0,2,2
49,1.65,M,52,110,0,0,14,2,0,N,1,2,1
79.88,1.64,M,36,0,9,0,15,0,4,N,1,2,3
71.96,1.7,V,38,10,4,7,0,0,3,N,0,1,1
52.02,1.7,V,19,140,3,2,0,3,0,N,2,3,3
59.62,1.82,V,57,200,5,1,6,6,0,N,0,3,1
77.94,1.62,V,57,0,6,1,18,11,0,N,1,2,3
73.96,1.64,M,36,0,0,5,3,10,0,N,0,1,2
90.75,1.7,M,21,0,8,7,9,0,0,N,2,1,2
90.54,1.77,V,23,0,6,4,0,0,0,N,2,1,0
67.91,1.7,V,33,0,30,1,0,1,0,N,0,1,1
85.15,1.66,M,46,0,0,0,19,10,0,S,1,3,3
87.59,1.75,V,46,0,0,2,9,8,0,N,1,2,2
52.02,1.7,V,46,70,0,5,5,1,1,N,1,3,3
74.5,1.6,M,24,0,2,0,2,4,0,N,1,2,2
70.24,1.65,M,53,10,0,0,0,0,0,N,0,2,3
77.76,1.8,V,32,10,6,2,0,0,0,N,1,2,0
91.23,1.71,M,18,0,0,0,0,4,0,N,2,2,3
71.85,1.52,M,32,0,0,3,19,5,0,N,1,2,3
86.78,1.82,V,19,0,0,1,0,0,0,N,0,0,0
88.29,1.73,V,52,0,9,2,16,12,0,S,2,4,3
94.82,1.69,M,27,0,7,2,15,2,0,N,3,3,2
94.63,1.75,V,45,0,0,0,4,0,0,N,1,1,1
94.48,1.76,V,30,0,6,1,0,0,0,N,1,2,3
57.67,1.79,V,57,50,0,0,4,16,0,N,1,2,3
96.81,1.77,V,40,0,0,1,10,3,0,N,2,3,4
96.88,1.8,V,57,0,0,5,0,0,1,N,1,0,0
52.63,1.71,V,23,80,7,3,0,5,5,N,3,4,3
74.91,1.61,M,18,0,0,1,0,0,2,S,2,3,2
82.7,1.68,M,45,0,0,4,0,3,0,N,0,1,1
85.38,1.74,V,21,0,14,2,2,2,0,N,2,4,4
53.77,1.5,M,73,30,0,5,0,0,0,N,2,4,4
44.37,1.57,M,39,70,25,1,3,0,0,N,0,2,0
53.25,1.72,V,26,120,0,5,0,2,0,N,2,3,3
84.6,1.66,M,50,0,3,1,8,1,0,N,3,3,3
74.07,1.59,M,42,0,0,4,0,2,0,N,1,1,3
77.5,1.61,M,20,0,0,0,0,0,0,N,1,0,0
72.8,1.63,M,52,0,13,2,19,16,0,N,1,2,3
106.65,1.84,V,30,0,0,3,7,11,0,N,2,2,1
49,1.65,M,18,100,0,0,0,3,0,N,2,2,1
75.39,1.58,M,55,0,0,5,16,15,1,N,1,1,1
78.64,1.63,M,27,0,6,1,8,0,0,N,2,3,2
82.94,1.7,V,18,0,13,0,1,0,2,N,2,3,2
62.48,1.79,V,57,30,7,1,16,12,3,N,2,4,4
71.55,1.56,M,42,0,0,4,0,0,0,N,1,1,2
49.6,1.66,V,21,70,16,3,2,0,0,N,3,3,4
47.24,1.62,V,18,80,1,3,14,8,1,N,0,1,1
88.69,1.67,V,37,0,0,1,14,2,0,N,2,4,4
76.25,1.63,M,19,0,11,4,7,8,0,N,1,1,1
75.01,1.6,M,28,0,0,6,2,0,0,N,1,3,3
80.46,1.66,M,43,0,1,1,0,0,4,N,3,4,2
74.66,1.63,M,50,0,5,3,5,0,0,N,0,2,2
50.8,1.68,M,44,150,0,5,11,9,0,N,0,2,3
87.47,1.79,V,40,0,10,4,13,18,0,N,1,3,4
76.89,1.58,M,60,0,0,1,4,1,0,N,2,4,3
76.82,1.76,V,46,10,0,1,4,0,0,N,1,3,3
76.26,1.79,V,42,30,11,6,9,7,2,N,3,4,4
83.43,1.72,V,39,10,2,5,0,7,0,N,1,2,4
89.11,1.81,V,43,0,2,0,1,2,0,N,1,2,0
95.86,1.75,M,46,10,0,1,13,0,0,N,3,4,4
69.26,1.57,M,39,0,14,1,8,6,0,N,3,4,4
82.83,1.67,M,78,0,0,1,8,0,0,N,1,1,0
84.25,1.69,V,54,0,1,1,0,0,0,N,1,2,2
85.23,1.79,V,51,0,14,0,7,9,0,N,1,1,0
77.85,1.63,M,45,0,5,5,0,1,0,N,1,2,2
44.37,1.57,M,20,80,0,6,3,8,0,N,0,1,0
79.62,1.57,M,20,0,0,3,1,0,0,N,2,3,3
86.36,1.75,M,42,0,0,0,0,0,3,N,1,2,0
85.21,1.77,V,48,0,21,3,18,21,0,N,2,3,4
91.25,1.78,V,29,0,0,1,1,0,0,N,0,1,0
84.22,1.75,M,30,0,1,0,6,6,2,N,1,3,3
81.16,1.67,M,26,0,15,0,17,4,0,N,1,3,4
87.66,1.76,V,36,0,6,0,15,10,0,N,0,0,0
96.97,1.81,V,41,0,3,2,0,0,0,N,2,3,4
78.14,1.65,V,33,0,11,4,0,5,0,N,1,2,2
79.31,1.68,M,52,0,5,0,0,0,0,N,1,3,2
46.08,1.6,M,55,70,3,1,15,9,1,N,0,4,2
71.27,1.64,M,43,0,0,1,6,9,0,N,1,2,1
77.32,1.65,M,35,0,1,4,4,0,0,N,1,3,2
49.6,1.66,M,56,80,8,0,5,0,0,N,2,4,4
76.61,1.66,M,64,0,8,0,6,7,0,N,2,3,2
80.8,1.56,M,53,0,0,3,6,0,0,N,3,2,2
78.18,1.68,M,59,0,9,0,16,10,0,N,0,1,0
82.83,1.67,M,50,0,0,7,0,5,0,N,2,4,4
68.33,1.67,M,46,10,0,3,0,0,0,N,0,1,0
78.34,1.6,M,33,0,0,5,0,0,0,N,1,2,1
68.15,1.58,M,28,0,14,0,11,7,0,S,0,1,1
81.46,1.75,M,18,0,2,0,0,16,0,N,1,0,0
47.82,1.63,M,43,90,16,0,22,16,6,N,1,2,1
57.98,1.78,V,63,30,15,2,0,0,1,N,2,2,2
100.45,1.75,V,45,0,0,1,3,0,0,N,3,4,4
74.95,1.56,M,42,0,0,4,18,17,NA,N,2,3,3
73.95,1.57,M,18,0,0,1,8,2,0,N,0,0,0
86.47,1.77,V,18,0,7,1,4,2,0,N,1,2,2
94.79,1.76,V,34,0,0,3,0,0,0,N,3,4,3
82.94,1.7,V,50,0,0,0,12,6,0,N,0,1,2
90.23,1.72,V,52,0,0,0,8,3,0,N,2,4,3
51.41,1.69,V,31,100,1,0,0,0,7,N,1,1,2
105.3,1.8,V,42,0,0,0,6,0,2,N,2,2,3
86.49,1.73,V,41,0,0,0,2,0,0,N,1,1,0
94.17,1.76,V,48,0,6,1,9,3,0,S,1,3,4
96.44,1.79,V,34,0,0,3,0,0,0,N,1,1,0
48.41,1.64,M,70,80,0,4,0,0,0,S,1,2,2
88.13,1.8,V,53,0,8,5,1,6,0,N,1,3,4
79.18,1.63,M,41,0,0,0,3,1,0,N,1,3,3
91.08,1.81,V,25,0,7,0,0,0,0,N,0,2,2
74.55,1.72,V,52,10,4,1,0,0,0,N,0,0,1
84.76,1.63,M,49,0,1,0,17,5,0,N,0,0,1
96.06,1.82,V,35,0,4,0,8,8,1,N,1,2,1
47.82,1.63,M,25,80,16,3,15,0,0,N,2,3,3
66.4,1.62,M,55,0,0,3,0,18,0,N,2,4,3
81.23,1.64,M,68,0,1,3,7,2,0,N,1,3,2
96.76,1.79,V,62,0,5,0,22,14,0,N,1,2,2
84.13,1.58,M,18,0,0,2,18,7,3,N,2,4,4
74.23,1.68,M,59,0,2,2,0,6,0,N,1,3,1
92.52,1.78,V,36,0,7,1,0,0,0,N,2,2,2
104.48,1.86,V,42,0,0,2,0,1,0,N,1,4,4
78.73,1.62,M,25,0,3,1,0,0,0,N,2,3,3
85.55,1.78,V,41,0,0,1,11,10,3,N,1,1,0
86.47,1.77,V,42,0,8,2,20,13,0,S,0,0,0
48.21,1.61,M,32,30,7,7,0,4,7,N,1,3,3
59.78,1.63,M,25,20,4,1,0,0,3,N,0,2,1
89.92,1.74,M,47,0,0,3,0,3,0,N,1,3,3
86.83,1.69,M,18,0,4,2,0,2,0,N,2,3,4
90.82,1.69,V,41,0,0,5,10,4,0,S,3,4,1
62.06,1.56,M,41,0,16,0,0,0,0,N,0,2,1
60.65,1.72,V,18,20,17,0,7,4,2,S,0,0,0
69.9,1.58,M,38,0,0,0,5,1,0,N,0,0,0
80.85,1.75,V,40,0,12,0,0,0,8,N,1,1,0
72.06,1.61,M,61,0,2,6,0,9,0,N,2,4,3
70,1.57,M,43,0,0,0,5,0,0,N,0,2,2
86.36,1.75,V,37,0,2,0,6,9,0,N,2,3,3
99.36,1.73,V,25,0,0,4,15,7,0,N,1,4,4
89.11,1.69,V,26,0,0,1,13,9,0,N,2,4,4
91.79,1.77,V,38,0,0,3,0,0,0,N,1,2,2
70.17,1.79,V,23,20,4,0,0,0,0,N,0,1,2
53.87,1.73,V,55,60,0,0,8,4,0,N,2,2,1
44.37,1.57,M,33,90,30,0,0,0,0,N,2,4,3
88.72,1.78,V,37,0,10,0,19,9,0,N,1,1,0
71.15,1.74,M,46,10,2,1,0,0,7,N,1,3,1
74.6,1.65,M,35,0,9,0,0,3,0,N,1,1,1
89.68,1.69,V,48,0,0,2,6,9,0,N,3,3,4
52.63,1.71,M,48,60,0,0,0,6,0,N,2,4,4
71.4,1.67,M,60,0,16,1,0,9,0,N,1,1,0
86.39,1.72,M,18,10,0,1,15,6,0,N,1,1,1
86.93,1.68,V,45,0,11,1,8,9,0,N,3,3,4
91.38,1.76,V,29,0,0,5,0,10,0,N,2,3,2
84.5,1.67,V,28,0,0,5,0,0,2,N,2,3,4
55.39,1.66,V,20,40,0,0,10,3,0,N,2,3,3
87.98,1.59,M,24,0,0,2,3,0,0,N,3,4,4
82.26,1.69,M,32,0,0,4,0,3,0,N,2,3,3
90.94,1.71,V,18,0,3,1,15,4,0,N,2,4,4
55.12,1.75,V,58,70,7,8,8,7,0,N,0,2,2
53.25,1.72,V,59,100,0,3,6,4,0,N,2,2,1
51.41,1.69,M,43,50,8,0,0,2,0,N,1,2,2
70.76,1.81,V,29,20,14,0,0,8,0,N,2,4,4
73.94,1.77,V,43,30,0,1,19,1,0,N,0,0,0
93.71,1.75,V,22,0,0,2,8,9,0,N,3,3,1
49,1.65,M,33,60,0,0,2,13,0,N,1,1,3
60.66,1.58,M,41,0,30,5,0,0,0,N,1,3,2
72.83,1.7,M,46,20,0,3,0,0,0,N,2,3,2
86.15,1.77,V,34,0,7,0,2,8,0,N,0,1,2
85.49,1.76,V,40,0,0,0,0,0,2,N,0,2,2
70.94,1.63,M,54,0,0,1,0,1,0,N,0,1,1
89.28,1.66,M,30,0,12,2,16,6,0,N,2,3,3
79.91,1.66,M,42,0,0,2,0,3,0,N,1,3,2
91.75,1.82,M,29,10,2,1,8,0,0,N,0,0,1
98.79,1.83,M,18,0,0,2,0,1,0,N,1,3,3
93.55,1.76,V,50,0,0,3,5,0,0,N,1,1,0
89.71,1.79,V,32,0,4,3,0,0,0,N,1,1,2
79.78,1.62,M,18,0,2,0,9,3,0,N,2,2,2
57.67,1.79,V,56,240,10,3,3,0,0,N,0,0,0
85.8,1.68,M,50,0,0,2,0,0,0,N,1,3,4
54.5,1.74,M,54,120,0,0,13,7,0,S,2,3,2
79.93,1.74,V,59,10,1,0,7,0,0,N,2,2,3
66.42,1.63,M,40,0,22,3,9,9,1,N,1,2,3
71.41,1.68,V,54,20,6,0,16,6,0,N,2,4,4
53.6,1.59,M,32,30,1,1,2,0,0,N,2,2,0
52.63,1.66,M,43,40,0,5,21,16,0,N,1,4,4
94.87,1.73,V,18,0,2,4,1,0,0,N,3,3,4
52.08,1.66,M,51,30,0,0,0,0,0,N,1,4,4
